Run,BioSample,BioProject,Organism,sub_group,DATASTORE_filetype,SRA_Study,era,era_guess,age,comments
ERR3223913,SAMEA5408347,PRJEB31613,Equus caballus,Yenikapi,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223914,SAMEA5408348,PRJEB31613,Equus caballus,Yenikapi,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223915,SAMEA5408349,PRJEB31613,Equus asinus x caballus,,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223916,SAMEA5408350,PRJEB31613,Equus caballus,,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223917,SAMEA5408351,PRJEB31613,Equus caballus,,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223918,SAMEA5408352,PRJEB31613,Equus asinus x caballus,,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223919,SAMEA5408353,PRJEB31613,Equus asinus x caballus,Yenikapi,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223920,SAMEA5408354,PRJEB31613,Equus asinus x caballus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223921,SAMEA5408355,PRJEB31613,Equus asinus x caballus,Yenikapi,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223922,SAMEA5408356,PRJEB31613,Equus asinus x caballus,Yenikapi,bam,ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223923,SAMEA5408357,PRJEB31613,Equus asinus,Yenikapi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3223924,SAMEA5408358,PRJEB31613,Equus caballus,Yerqorqan,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225449,SAMEA5408142,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225450,SAMEA5408143,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225451,SAMEA5408144,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225452,SAMEA5408145,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225453,SAMEA5408146,PRJEB31613,Equus caballus,Actiparc,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225454,SAMEA5408147,PRJEB31613,Equus caballus,Altata,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225455,SAMEA5408148,PRJEB31613,Equus caballus,Arzhan I,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225456,SAMEA5408149,PRJEB31613,Equus caballus,Arzhan II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225457,SAMEA5408150,PRJEB31613,Equus caballus,Arzhan II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225458,SAMEA5408151,PRJEB31613,Equus caballus,Arzhan II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225459,SAMEA5408152,PRJEB31613,Equus caballus,Arzhan II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225460,SAMEA5408153,PRJEB31613,Equus caballus,Augusta Raurica - Insula 8,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225461,SAMEA5408154,PRJEB31613,Equus caballus,Augusta Raurica - Schmidmatt,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225462,SAMEA5408155,PRJEB31613,Equus caballus,Augusta Raurica - Schmidmatt,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225463,SAMEA5408156,PRJEB31613,Equus caballus,Balagansk,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225464,SAMEA5408157,PRJEB31613,Equus caballus,Bapska Gradac,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225465,SAMEA5408158,PRJEB31613,Equus caballus,Bateni,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225466,SAMEA5408159,PRJEB31613,Equus caballus,"Beauvais, la Maladrerie Saint-Lazare","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225467,SAMEA5408160,PRJEB31613,Equus caballus,"Beauvais, VIlliers-de-l'Isle Adam","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225468,SAMEA5408161,PRJEB31613,Equus caballus,Belgheis,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225469,SAMEA5408162,PRJEB31613,Equus caballus,Belkaragay,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225470,SAMEA5408163,PRJEB31613,Equus caballus,Belkaragay,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225471,SAMEA5408164,PRJEB31613,Equus caballus,Berufjordur,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225472,SAMEA5408165,PRJEB31613,Equus asinus,Boinville,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225473,SAMEA5408166,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225474,SAMEA5408167,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225475,SAMEA5408168,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225476,SAMEA5408169,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225477,SAMEA5408170,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225478,SAMEA5408171,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225479,SAMEA5408172,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225480,SAMEA5408173,PRJEB31613,Equus caballus,Botai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225481,SAMEA5408174,PRJEB31613,Equus caballus,"Boves, chemin de Glisy","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225482,SAMEA5408175,PRJEB31613,Equus caballus,Boz-Adyr,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225483,SAMEA5408176,PRJEB31613,Equus caballus,Boz-Adyr,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225484,SAMEA5408177,PRJEB31613,Equus caballus,Brough Of Deerness,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225485,SAMEA5408178,PRJEB31613,Equus caballus,Brough Of Deerness,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225486,SAMEA5408179,PRJEB31613,Equus caballus,BroughOfDeerness,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225488,SAMEA5408181,PRJEB31613,Equus caballus,Bruszcewo,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225489,SAMEA5408182,PRJEB31613,Equus caballus,"Camino de las Yeseras, Madrid","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225490,SAMEA5408183,PRJEB31613,Equus caballus,Cantorella,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225491,SAMEA5408184,PRJEB31613,Equus caballus,Capesterre-Belle-Eau,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225492,SAMEA5408185,PRJEB31613,Equus caballus,Capote,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225493,SAMEA5408186,PRJEB31613,Equus caballus,Steim am Rhein Charregass,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225494,SAMEA5408187,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225495,SAMEA5408188,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225496,SAMEA5408189,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225497,SAMEA5408190,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225498,SAMEA5408191,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225499,SAMEA5408192,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225500,SAMEA5408193,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225501,SAMEA5408194,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225502,SAMEA5408195,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225503,SAMEA5408196,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225504,SAMEA5408197,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225505,SAMEA5408198,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225506,SAMEA5408199,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225507,SAMEA5408200,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225508,SAMEA5408201,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225509,SAMEA5408202,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225510,SAMEA5408203,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225511,SAMEA5408204,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225512,SAMEA5408205,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225513,SAMEA5408206,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225514,SAMEA5408207,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225515,SAMEA5408208,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225516,SAMEA5408209,PRJEB31613,Equus caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225517,SAMEA5408210,PRJEB31613,Equus asinus x caballus,"Chartres, boulevard de la Courtille","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225518,SAMEA5408211,PRJEB31613,Equus caballus,"Dariali, Tamara Fort","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225519,SAMEA5408212,PRJEB31613,Equus caballus,Derkul,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225520,SAMEA5408213,PRJEB31613,Equus caballus,Derkul,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225521,SAMEA5408214,PRJEB31613,Equus caballus,El Acequión,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225522,SAMEA5408215,PRJEB31613,Equus caballus,El Acequión,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225523,SAMEA5408216,PRJEB31613,Equus caballus,Els Vilars,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225524,SAMEA5408217,PRJEB31613,Equus asinus x caballus,"Evreux, Clos-au-Duc","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225525,SAMEA5408218,PRJEB31613,Equus asinus x caballus,"Evreux, Clos-au-Duc","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225526,SAMEA5408219,PRJEB31613,Equus caballus,"Evreux, Clos-au-Duc","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225527,SAMEA5408220,PRJEB31613,Equus caballus,"Evreux, Clos-au-Duc","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225528,SAMEA5408221,PRJEB31613,Equus caballus,"Evreux, Clos-au-Duc","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225529,SAMEA5408222,PRJEB31613,Equus caballus,Fengtai,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225530,SAMEA5408223,PRJEB31613,Equus caballus,Frankfurt-Heddenheim,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225531,SAMEA5408224,PRJEB31613,Equus caballus,Gol Mod II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225532,SAMEA5408225,PRJEB31613,Equus caballus,Gol Mod II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225533,SAMEA5408226,PRJEB31613,Equus caballus,Gol Mod II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225534,SAMEA5408227,PRJEB31613,Equus caballus,Gol Mod II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225535,SAMEA5408228,PRJEB31613,Equus caballus,Gol Mod II,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225536,SAMEA5408229,PRJEB31613,Equus caballus,Goyet,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225537,SAMEA5408230,PRJEB31613,Equus caballus,Goyet,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225538,SAMEA5408231,PRJEB31613,Equus caballus,Goyet,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225539,SAMEA5408232,PRJEB31613,Equus caballus,Goyet,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225540,SAMEA5408233,PRJEB31613,Equus caballus,Granastaðir,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225541,SAMEA5408234,PRJEB31613,Equus caballus,Halvai 5,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225542,SAMEA5408235,PRJEB31613,Equus caballus,Halvai 3,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225543,SAMEA5408236,PRJEB31613,Equus caballus,Khatuu 2,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225544,SAMEA5408237,PRJEB31613,Equus caballus,Khotont,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225545,SAMEA5408238,PRJEB31613,Equus caballus,Kokorevo,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225546,SAMEA5408239,PRJEB31613,Equus caballus,Krasnaya Gorka,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225547,SAMEA5408240,PRJEB31613,Equus caballus,Krasnokamenka,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225548,SAMEA5408241,PRJEB31613,Equus caballus,Krasnokamenka,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225549,SAMEA5408242,PRJEB31613,Equus caballus,Kulian Cave,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225550,SAMEA5408243,PRJEB31613,Equus caballus,Lebyazhinka IV,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225551,SAMEA5408244,PRJEB31613,Equus caballus,Longueil-Annel,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225552,SAMEA5408245,PRJEB31613,Equus caballus,"Macon, rue Rambuteau","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225553,SAMEA5408246,PRJEB31613,Equus caballus,Mainz,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225554,SAMEA5408247,PRJEB31613,Equus caballus,Marvelė cemetery,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225555,SAMEA5408248,PRJEB31613,Equus caballus,Marvelė cemetery,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225556,SAMEA5408249,PRJEB31613,Equus caballus,Marvelė cemetery,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225557,SAMEA5408250,PRJEB31613,Equus caballus,Marvelė cemetery,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225558,SAMEA5408251,PRJEB31613,Equus caballus,Marvelė cemetery,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225559,SAMEA5408252,PRJEB31613,Equus caballus,Marvelė cemetery,"sra,bam",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225560,SAMEA5408253,PRJEB31613,Equus caballus,Marvelė cemetery,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225561,SAMEA5408254,PRJEB31613,Equus caballus,Marvelė cemetery,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225562,SAMEA5408255,PRJEB31613,Equus caballus,Marvelė cemetery,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225563,SAMEA5408256,PRJEB31613,Equus caballus,Merzly Yar,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225564,SAMEA5408257,PRJEB31613,Equus caballus,"Metz, Place de la République","bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225565,SAMEA5408258,PRJEB31613,Equus caballus,Miciurin,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225566,SAMEA5408259,PRJEB31613,Equus caballus,museum specimen,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225567,SAMEA5408260,PRJEB31613,Equus caballus,museum specimen,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225568,SAMEA5408261,PRJEB31613,Equus caballus,Noyon - Orroire,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225569,SAMEA5408262,PRJEB31613,Equus caballus,Nuštar,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225572,SAMEA5408265,PRJEB31613,Equus caballus,Oktyabrsky,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225573,SAMEA5408266,PRJEB31613,Equus caballus,Olon Kurin Gol,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225574,SAMEA5408267,PRJEB31613,Equus caballus,Olon Kurin Gol,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225575,SAMEA5408268,PRJEB31613,Equus caballus,Otepää,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225576,SAMEA5408269,PRJEB31613,Equus caballus,Otok,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225577,SAMEA5408270,PRJEB31613,Equus caballus,Potapovka I,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225578,SAMEA5408271,PRJEB31613,Equus caballus,Quoygrew,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225579,SAMEA5408272,PRJEB31613,Equus caballus,Ridala,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225580,SAMEA5408273,PRJEB31613,Equus caballus,Saadjärve,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225581,SAMEA5408274,PRJEB31613,Equus caballus,Sagzabad,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225582,SAMEA5408275,PRJEB31613,Equus hemionus,Sagzabad,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225583,SAMEA5408276,PRJEB31613,Equus asinus x caballus,Saint-Claude,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225584,SAMEA5408277,PRJEB31613,Equus asinus x caballus,Saint-Just-en-Chaussée,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225585,SAMEA5408278,PRJEB31613,Equus asinus x caballus,Saint-Just-en-Chaussée,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225586,SAMEA5408279,PRJEB31613,Equus caballus,Saint-Just-en-Chaussée,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225587,SAMEA5408280,PRJEB31613,Equus caballus,Saint-Quentin,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225588,SAMEA5408281,PRJEB31613,Equus asinus x caballus,Saint-Quentin,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225589,SAMEA5408282,PRJEB31613,Equus caballus,Alcáçova de Santarém,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225590,SAMEA5408283,PRJEB31613,Equus caballus,Sayangorsk,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225591,SAMEA5408284,PRJEB31613,Equus caballus,,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225592,SAMEA5408285,PRJEB31613,Equus caballus,Šebastovce,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225593,SAMEA5408286,PRJEB31613,Equus caballus,Shar-I-Qumis,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225594,SAMEA5408287,PRJEB31613,Equus caballus,Sintashta,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225595,SAMEA5408288,PRJEB31613,Equus caballus,Sintashta,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225596,SAMEA5408289,PRJEB31613,Equus caballus,Solothurn-Vigier,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225597,SAMEA5408290,PRJEB31613,Equus caballus,Solothurn-Vigier,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225598,SAMEA5408291,PRJEB31613,Equus asinus,Solothurn-Vigier,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225599,SAMEA5408292,PRJEB31613,Equus caballus,Syrgal 1,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225600,SAMEA5408293,PRJEB31613,Equus caballus,Tavan Tolgoi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225601,SAMEA5408294,PRJEB31613,Equus caballus,Tavan Tolgoi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225602,SAMEA5408295,PRJEB31613,Equus caballus,Tavan Tolgoi,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225603,SAMEA5408296,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225604,SAMEA5408297,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225605,SAMEA5408298,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225606,SAMEA5408299,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225607,SAMEA5408300,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225608,SAMEA5408301,PRJEB31613,Equus caballus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
ERR3225609,SAMEA5408302,PRJEB31613,Equus hemionus,Tepe Hasanlu,"bam,sra",ERP114186,ancient,,Age (years ago) ,supplementary holds lots of info – joined
