Run,BioSample,BioProject,Organism,sub_group,DATASTORE_filetype,SRA_Study,era,era_guess,age,comments
ERR982719,SAMEA3498594,PRJEB10098,Equus ferus,,"bam,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982721,SAMEA3498592,PRJEB10098,Equus ferus,,"bam,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982722,SAMEA3499834,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982723,SAMEA3499834,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982724,SAMEA3499834,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982725,SAMEA3499834,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982726,SAMEA3499834,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982727,SAMEA3499834,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982728,SAMEA3499834,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982729,SAMEA3499834,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982730,SAMEA3499837,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982732,SAMEA3499837,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982733,SAMEA3499837,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982734,SAMEA3499837,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982735,SAMEA3499837,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982736,SAMEA3499837,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982737,SAMEA3499837,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982738,SAMEA3499835,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982739,SAMEA3499835,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982740,SAMEA3499835,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982741,SAMEA3499835,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982743,SAMEA3499835,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982744,SAMEA3499835,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982745,SAMEA3499835,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982746,SAMEA3499836,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982748,SAMEA3499836,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982749,SAMEA3499836,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982750,SAMEA3499836,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982752,SAMEA3499836,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982753,SAMEA3499836,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982754,SAMEA3499838,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982755,SAMEA3499838,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982756,SAMEA3499838,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982757,SAMEA3499838,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982759,SAMEA3499838,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982760,SAMEA3499838,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982761,SAMEA3499838,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982762,SAMEA3499833,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982764,SAMEA3499833,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982765,SAMEA3499833,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982766,SAMEA3499833,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982767,SAMEA3499833,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982768,SAMEA3499833,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982769,SAMEA3499833,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982770,SAMEA3499832,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982771,SAMEA3499832,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982772,SAMEA3499832,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982773,SAMEA3499832,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982774,SAMEA3499832,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982775,SAMEA3499832,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982776,SAMEA3499832,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982777,SAMEA3499832,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982779,SAMEA3499831,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982780,SAMEA3499831,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982781,SAMEA3499831,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982782,SAMEA3499831,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982783,SAMEA3499831,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982784,SAMEA3499831,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982785,SAMEA3499831,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978597,SAMEA3498899,PRJEB10098,Equus caballus,Franches-Montagnes,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978599,SAMEA3498898,PRJEB10098,Equus caballus,Franches-Montagnes,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978604,SAMEA3498888,PRJEB10098,Equus caballus,Franches-Montagnes,"sra,fastq",ERP011292,modern,,,TableS1.final holds some information
ERR978607,SAMEA3498894,PRJEB10098,Equus caballus,Franches-Montagnes,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978904,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978905,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978907,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978913,SAMEA3498595,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978916,SAMEA3498602,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978917,SAMEA3498596,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978918,SAMEA3498579,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978920,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978925,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978927,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978928,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978933,SAMEA3498588,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978935,SAMEA3498580,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978938,SAMEA3498591,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978940,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978941,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978943,SAMEA3498584,PRJEB10098,Equus ferus,Przewalski-hybrid,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979127,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979132,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979163,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979175,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979180,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979198,SAMEA3498594,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979215,SAMEA3498598,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979222,SAMEA3498595,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979232,SAMEA3498595,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979243,SAMEA3498601,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979257,SAMEA3498593,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979273,SAMEA3498602,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979300,SAMEA3498579,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979307,SAMEA3498579,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979317,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979333,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979341,SAMEA3498587,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979355,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979394,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979395,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979404,SAMEA3498586,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979421,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979426,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979440,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979445,SAMEA3498585,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979456,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979464,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979479,SAMEA3498583,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979484,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979493,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979497,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979517,SAMEA3498589,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979533,SAMEA3498588,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979555,SAMEA3498580,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979567,SAMEA3498580,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979569,SAMEA3498580,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979590,SAMEA3498581,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979594,SAMEA3498581,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979617,SAMEA3498581,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979626,SAMEA3498591,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979644,SAMEA3498591,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979647,SAMEA3498591,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979649,SAMEA3498591,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979653,SAMEA3498591,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979684,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979691,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979704,SAMEA3498584,PRJEB10098,Equus ferus,Przewalski-hybrid,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979786,SAMEA3498895,PRJEB10098,Equus caballus,Franches-Montagnes,"bam,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979792,SAMEA3498889,PRJEB10098,Equus caballus,Franches-Montagnes,"bam,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982712,SAMEA3498580,PRJEB10098,Equus ferus,,"bam,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982720,SAMEA3498598,PRJEB10098,Equus ferus,,"bam,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982731,SAMEA3499837,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982742,SAMEA3499835,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982747,SAMEA3499836,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982751,SAMEA3499836,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982763,SAMEA3499833,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982778,SAMEA3499831,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979787,SAMEA3498898,PRJEB10098,Equus caballus,Franches-Montagnes,"bam,sra",ERP011292,modern,,,TableS1.final holds some information
ERR982758,SAMEA3499838,PRJEB10098,Equus caballus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979705,SAMEA3498584,PRJEB10098,Equus ferus,Przewalski-hybrid,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979269,SAMEA3498602,PRJEB10098,Equus caballus,,"sra,fastq",ERP011292,modern,,,TableS1.final holds some information
ERR979173,SAMEA3498592,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979693,SAMEA3498584,PRJEB10098,Equus ferus,Przewalski-hybrid,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR978600,SAMEA3498893,PRJEB10098,Equus caballus,Franches-Montagnes,"sra,fastq",ERP011292,modern,,,TableS1.final holds some information
ERR979233,SAMEA3498595,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979279,SAMEA3498579,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979620,SAMEA3498581,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979588,SAMEA3498580,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979631,SAMEA3498591,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979356,SAMEA3498582,PRJEB10098,Equus caballus,Mongolian,"sra,fastq",ERP011292,modern,,,TableS1.final holds some information
ERR979564,SAMEA3498580,PRJEB10098,Equus ferus,,"fastq,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979794,SAMEA3498894,PRJEB10098,Equus caballus,Franches-Montagnes,"bam,sra",ERP011292,modern,,,TableS1.final holds some information
ERR979678,SAMEA3498590,PRJEB10098,Equus ferus,Przewalski,"sra,fastq",ERP011292,modern,,,TableS1.final holds some information
ERR988478,SAMEA3514283,PRJEB10532,Equus ferus,"CGG_1_011850 YT03 / 40 / ABC9779 Equus ferus Irish Gulch Central Alaska\, USA","fastq,sra",ERP011795,ancient,,,ancient in paper
